,FILE NO,DIVISION,MODE OF TRANSPORTATION,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER CODE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF LOAD COUNTRY,PORT OF DCHG NAME,PORT OF DCHG COUNTRY,GROSS WEIGHT,REVENUE,PROFIT,TOTAL BILLED TO ACCOUNT,STATUS,CONTROLLER,INV DATE,DATE INVOICED,LAST EVENT NAME
5893,2403421-01,20,40.0,45.0,19.0,PDAVIS, 6/24/2021,MODINC01,MODULA INC,MILAN (MALPENSA),IT,CHICAGO O'HARE,US,17200.0,"44,611.61","2,398.50","44,611.61",PRE-SHIPMENT,MELISSA LEGG, 6/23/2021, 6/23/2021,Invoice Printed BB Air
5894,2403422-01,20,40.0,45.0,20.0,KL'HEUREUX, 6/26/2021,ARTINC03,"ARTFORMS, INC.",DHAKA   BANGLA DESH,BD,"JFK AIRPORT, NEW YORK",US,181.0,0,-307.43,0,PRE-SHIPMENT,MELISSA LEGG, 6/28/2021,  /  /    ,File Opened
5895,2403423-01,20,40.0,45.0,991.0,Forwarders, 6/23/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DELHI,IN,NEWARK,US,520.0,"3,452.00",190,"3,412.00",OPEN,KELLY L'HEUREUX, 6/23/2021, 6/23/2021,Invoice Printed BB Air
5896,2403424-01,20,40.0,45.0,5.0,JOE WYSON/HOUSE, 6/25/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",LONDON HEATHROW,GB,"DALLAS-FORT WORTH, TX",US,418.0,0,0,0,OPEN,TONI SALISBURY,  /  /    ,  /  /    ,File Opened
5897,2403425-01,20,40.0,45.0,19.0,PDAVIS, 7/01/2021,MODINC01,MODULA INC,MILAN (MALPENSA),IT,CHICAGO O'HARE,US,13610.0,0,-335.94,0,ARRIVED DESTINATION PORT,KELLY L'HEUREUX, 7/06/2021,  /  /    ,Arrived
5898,2403425-02,20,40.0,45.0,19.0,PDAVIS, 6/30/2021,MODINC01,MODULA INC,MILAN (MALPENSA),IT,CHICAGO O'HARE,US,996.0,0,0,0,ARRIVED DESTINATION PORT,KELLY L'HEUREUX,  /  /    ,  /  /    ,Arrived
5899,2403426-01,20,40.0,45.0,20.0,KL'HEUREUX, 6/29/2021,RAN&C01,RANCOURT & COMPANY SHOECRAFTERS,GUANGZHOU (KANTON),CN,BOSTON-LOGAN INTL AIRPORT,US,346.0,0,0,0,PRE-SHIPMENT,CHRISTINE GOODBODY,  /  /    ,  /  /    ,File Opened
5900,2403426-02,20,40.0,45.0,20.0,KL'HEUREUX, 6/29/2021,RAN&C01,RANCOURT & COMPANY SHOECRAFTERS,GUANGZHOU (KANTON),CN,BOSTON-LOGAN INTL AIRPORT,US,71.0,0,0,0,PRE-SHIPMENT,CHRISTINE GOODBODY,  /  /    ,  /  /    ,File Opened
5901,2403427-01,20,40.0,45.0,19.0,PDAVIS, 7/02/2021,EICINC01,EICHENAUER INC,SHANGHAI,CN,BOSTON-LOGAN INTL AIRPORT,US,1409.0,0,0,0,PRE-SHIPMENT,CHRISTINE GOODBODY,  /  /    ,  /  /    ,File Opened
5902,2403428-01,20,40.0,45.0,19.0,PDAVIS, 6/29/2021,MODINC01,MODULA INC,SEGRATE,IT,"CINCINNATI, OH  USA",US,945.0,0,-743.16,0,ARRIVED DESTINATION PORT,KELLY L'HEUREUX, 6/30/2021,  /  /    ,Arrived
5903,2403429-01,20,40.0,45.0,20.0,KL'HEUREUX, 6/29/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,ZHENGZHOU,CN,BOSTON-LOGAN INTL AIRPORT,US,1652.0,0,0,0,CONFIRMED ON BOARD,KELLY L'HEUREUX,  /  /    ,  /  /    ,File Opened
5904,2403430-01,20,40.0,45.0,991.0,Forwarders, 7/01/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DELHI,IN,"JFK AIRPORT, NEW YORK",US,2188.0,0,"-12,799.80",0,OPEN,KELLY L'HEUREUX, 7/01/2021,  /  /    ,File Opened
5905,2403430-02,20,40.0,45.0,991.0,Forwarders, 7/01/2021,KLINE02,K LINE LOGISTICS (USA) INC,NEW DELHI,IN,"JFK AIRPORT, NEW YORK",US,780.0,0,"-4,563.00",0,OPEN,KELLY L'HEUREUX, 7/01/2021,  /  /    ,File Opened
5906,248-1618823-9,0,40.0,,,, 2/22/2021,,,,,,,10200.0,0,0,0,OPEN,DEANNE LEWIS,  /  /    ,  /  /    ,
5907,248-1620044-8,0,40.0,,28.0,JODI O, 5/03/2021,HABCLO01,"HABITAT CLOTHES TO LIVE IN, INC",,,,,154.0,0,0,0,OPEN,DEANNE LEWIS,  /  /    ,  /  /    ,
5908,248-1620368-1,0,40.0,,5.0,JOE WYSON/HOUSE, 3/22/2021,,,,,,,418.0,0,0,0,OPEN,RICHARD SANTIAGO,  /  /    ,  /  /    ,
5909,248-1620500-9,0,40.0,,,, 5/04/2021,,,,,,,457.0,0,0,0,OPEN,DEANNE LEWIS,  /  /    ,  /  /    ,
5910,248-1620962-1,0,40.0,,77.0,Justin Andrews, 4/15/2021,WILPOU01,"WILMAR POULTRY INNOVATIONS, LLC",,,,,0.0,400,225,400,OPEN,MATT KAPLAN, 4/15/2021, 4/15/2021,
5911,248-1621108-0,0,40.0,,,, 4/22/2021,,,,,,,0.0,0,0,0,OPEN,RICHARD SANTIAGO,  /  /    ,  /  /    ,
5912,248-2519889-8,0,40.0,,20.0,KL'HEUREUX, 2/09/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,,,,,7028.0,"17,449.82",385,"17,449.82",OPEN,KELLY L'HEUREUX, 2/09/2021, 2/22/2021,
5913,248-2519903-7,0,40.0,,20.0,KL'HEUREUX, 2/05/2021,,,,,,,0.0,0,0,0,OPEN,KELLY L'HEUREUX,  /  /    ,  /  /    ,
5914,248-2519975-5,0,40.0,,,, 2/12/2021,,,,,,,0.0,0,0,0,OPEN,SCOTT OLIVER,  /  /    ,  /  /    ,
5915,248-2520170-0,0,40.0,,,, 3/03/2021,,,,,,,0.0,0,0,0,OPEN,JAMES BOLTE,  /  /    ,  /  /    ,
5916,248-2520263-3,0,40.0,,,, 4/10/2021,,,,,,,0.0,0,0,0,OPEN,SARAH LIBBY,  /  /    ,  /  /    ,
5917,248-2520293-0,0,40.0,,,, 3/03/2021,,,,,,,10350.0,0,0,0,OPEN,KELLY L'HEUREUX,  /  /    ,  /  /    ,
5918,248-2520505-7,0,40.0,,,, 4/17/2021,,,,,,,0.0,0,0,0,OPEN,JAMES BOLTE,  /  /    ,  /  /    ,
5919,250105492,20,11.0,55.0,19.0,PDAVIS, 3/06/2021,NATDIS01,"NATIONAL DISTRIBUTORS, INC","AUCKLAND, NEW ZEALAND",NL,401,US,21141.0,"5,240.73",236.5,"5,240.73",PRESHIPMENT,TONI SALISBURY, 3/15/2021, 3/15/2021,Customs cleared
5920,250105575,20,11.0,55.0,20.0,KL'HEUREUX, 2/07/2021,FRITRA02,"FRIENDSHIP TRAP CO.,INC","NAPLES; NAPOLI, ITALY",,401,US,18000.0,440.42,181.5,440.42,PRESHIPMENT,JAMES BOLTE, 2/05/2021, 2/28/2021,Empty Return
5921,250105588,20,11.0,55.0,19.0,PDAVIS, 2/08/2021,NATDIS01,"NATIONAL DISTRIBUTORS, INC","TAORANGA, N ZEAL",DE,4601,US,21041.0,"5,126.11",190,"5,126.11",PRESHIPMENT,SCOTT OLIVER, 2/25/2021, 2/26/2021,Customs cleared
5922,250105657,20,11.0,55.0,20.0,KL'HEUREUX, 2/07/2021,FRITRA02,"FRIENDSHIP TRAP CO.,INC","NAPLES; NAPOLI, ITALY",CN,401,US,19520.0,456.04,181.5,456.04,OPEN,SCOTT OLIVER, 2/05/2021, 2/28/2021,Empty Return
5923,250105667,20,11.0,55.0,19.0,PDAVIS, 2/07/2021,UNIFAB01,"UNITED FABRICANTS, STRAINRITE, INC","SHANGHAI, CHINA",LK,4601,US,480.0,"2,442.52",322.5,"2,442.52",PRESHIPMENT,SCOTT OLIVER, 2/03/2021, 2/26/2021,Customs cleared
5924,250105709,20,11.0,55.0,20.0,KL'HEUREUX, 2/20/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,"KAOHSIUNG, CHINA(TAIWAN)",TW,4601,US,7834.0,"12,540.05",295,"12,540.05",PRESHIPMENT,SCOTT OLIVER, 2/11/2021, 2/22/2021,PROOF OF DELIVERY
5925,250105751,20,11.0,55.0,19.0,PDAVIS, 2/20/2021,NATDIS01,"NATIONAL DISTRIBUTORS, INC","SINES, PORTUGAL",,401,US,19690.0,"4,610.76",211.5,"4,610.76",OPEN,SCOTT OLIVER, 2/26/2021, 2/26/2021,Customs cleared
5926,250105777,20,11.0,55.0,20.0,KL'HEUREUX, 3/05/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,"KAOHSIUNG, CHINA(TAIWAN)",CN,4601,US,6780.0,"11,721.67",295,"11,721.67",PRESHIPMENT,JAMES BOLTE, 2/23/2021, 3/04/2021,PROOF OF DELIVERY
5927,250105780,20,11.0,55.0,20.0,KL'HEUREUX, 3/03/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,"TAICHUNG, TAIWAN",CN,4601,US,6281.0,"11,124.02",295,"11,124.02",PRESHIPMENT,JAMES BOLTE, 2/24/2021, 3/01/2021,PROOF OF DELIVERY
5928,250105781,20,11.0,55.0,20.0,KL'HEUREUX, 2/26/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,"TAICHUNG, TAIWAN",,4601,US,3466.0,"11,490.63",295,"11,490.63",OPEN,JAMES BOLTE, 2/26/2021, 2/26/2021,PROOF OF DELIVERY
5929,250105783,20,11.0,55.0,20.0,KL'HEUREUX, 3/05/2021,FRITRA02,"FRIENDSHIP TRAP CO.,INC","NAPLES; NAPOLI, ITALY",,401,US,19600.0,448.6,181.5,448.6,PRESHIPMENT,JAMES BOLTE, 3/05/2021, 3/31/2021,Empty Return
5930,250105792,20,11.0,55.0,20.0,KL'HEUREUX, 3/26/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,"KAOHSIUNG, CHINA(TAIWAN)",CN,4601,US,5027.0,"12,306.03",295,"12,306.03",PRESHIPMENT,JAMES BOLTE, 3/01/2021, 3/26/2021,Customs cleared
5931,250105793,20,11.0,55.0,20.0,KL'HEUREUX, 3/06/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,"KAOHSIUNG, CHINA(TAIWAN)",,4601,US,3311.0,"10,512.85",295,"10,512.85",PRESHIPMENT,JAMES BOLTE, 3/01/2021, 3/08/2021,Customs cleared
5932,250105814,20,11.0,55.0,19.0,PDAVIS, 3/08/2021,ELDCOR01,ELDUR CORPORATION,"KAOHSIUNG, CHINA(TAIWAN)",,4601,,1031.0,"1,044.77",250,"1,044.77",DELIVERED,JAMES BOLTE, 2/09/2021, 3/28/2021,PROOF OF DELIVERY
5933,250105819,20,11.0,55.0,20.0,KL'HEUREUX, 3/11/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,"KAOHSIUNG, CHINA(TAIWAN)",,4601,US,1780.0,"10,082.96",295,"10,082.96",PRESHIPMENT,JAMES BOLTE, 3/03/2021, 3/11/2021,Customs cleared
5934,250105820,20,11.0,55.0,20.0,KL'HEUREUX, 2/07/2021,CAVNOR01,CAVATORTA NORTH AMERICA,"NAPLES; NAPOLI, ITALY",,401,US,19740.0,438,146.5,438,PRESHIPMENT,JAMES BOLTE, 2/05/2021, 2/28/2021,Empty Return
5935,250105823,20,11.0,55.0,20.0,KL'HEUREUX, 3/05/2021,FRITRA02,"FRIENDSHIP TRAP CO.,INC","NAPLES; NAPOLI, ITALY",,401,US,19040.0,448.18,181.5,448.18,PRESHIPMENT,TONI SALISBURY, 3/05/2021, 3/31/2021,Empty Return
5936,250105832,20,11.0,55.0,20.0,KL'HEUREUX, 3/10/2021,AUTDIS,AUTOMATIC DISTRIBUTORS,"TOKYO, JAPAN",JP,3002,US,528.0,984.43,199.33,984.43,PRESHIPMENT,JAMES BOLTE, 2/12/2021, 2/26/2021,Customs cleared
5937,250105833,20,11.0,55.0,20.0,KL'HEUREUX, 3/05/2021,CAVNOR01,CAVATORTA NORTH AMERICA,"NAPLES; NAPOLI, ITALY",IT,401,US,16060.0,393.93,181.5,393.93,PRESHIPMENT,LISA RISBARA, 3/05/2021, 3/31/2021,Customs cleared
5938,250105838,20,11.0,55.0,20.0,KL'HEUREUX, 3/05/2021,FRITRA02,"FRIENDSHIP TRAP CO.,INC","NAPLES; NAPOLI, ITALY",,401,US,19840.0,454.44,181.5,454.44,OPEN,LISA RISBARA, 3/05/2021, 3/31/2021,Delivered Date
5939,250105840,20,11.0,55.0,19.0,PDAVIS, 3/09/2021,P.APRO01,P.A.T. PRODUCTS INC,"SHANGHAI, CHINA",DE,4601,US,3232.0,"9,927.13",257.75,"9,927.13",PRESHIPMENT,JAMES BOLTE, 3/23/2021, 3/23/2021,Customs cleared
5940,250105847,20,11.0,55.0,19.0,PDAVIS, 3/05/2021,NATDIS01,"NATIONAL DISTRIBUTORS, INC","LA SPEZIA, ITALY",CN,401,US,17295.0,"9,292.19",325.5,"9,292.19",PRESHIPMENT,JAMES BOLTE, 3/15/2021, 3/15/2021,Customs cleared
5941,250105854,20,11.0,55.0,19.0,PDAVIS, 2/16/2021,BELLUN01,BELLA LUNA TOYS INC,"LIVERPOOL, ENGLAND",DE,4601,US,1150.0,"1,013.02",170,"1,013.02",OPEN,JAMES BOLTE, 2/26/2021, 2/26/2021,Customs cleared
5942,250105855,20,11.0,55.0,36.0,VALERIE KOEN, 4/03/2021,KOCMEM02,KOCH SEPARATION SOLUTIONS,"TAICHUNG, TAIWAN",TW,401,US,22200.0,105,105,105,OPEN,JAMES BOLTE, 4/05/2021, 4/05/2021,Customs cleared
5943,250105860,20,11.0,55.0,20.0,KL'HEUREUX, 3/15/2021,BUTSHE01,BUTTERFIELD SHELLFISH,"PUSAN; BUSAN, REP. OF KOREA",IT,4601,US,2589.0,"4,546.07",195,"4,546.07",OPEN,MELISSA LEGG, 2/27/2021, 2/27/2021,Customs cleared
5944,250105881,20,11.0,55.0,20.0,KL'HEUREUX, 3/12/2021,FRITRA02,"FRIENDSHIP TRAP CO.,INC","NAPLES; NAPOLI, ITALY",,401,US,58860.0,"1,100.88",234.5,"1,100.88",PRESHIPMENT,JAMES BOLTE, 2/23/2021, 3/31/2021,Delivered Date
5945,250105882,20,11.0,55.0,20.0,KL'HEUREUX, 3/05/2021,CAVNOR01,CAVATORTA NORTH AMERICA,"NAPLES; NAPOLI, ITALY",,401,US,19540.0,422.35,146.5,422.35,PRESHIPMENT,JAMES BOLTE, 3/05/2021, 3/31/2021,Delivered Date
5946,250105883,20,30.0,55.0,36.0,VALERIE KOEN, 2/05/2021,KOCMEM02,KOCH SEPARATION SOLUTIONS,,CN,3802,US,272.0,75,75,75,OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,Customs cleared
5947,250105884,20,11.0,55.0,20.0,KL'HEUREUX, 3/05/2021,CAVNOR01,CAVATORTA NORTH AMERICA,"NAPLES; NAPOLI, ITALY",,401,US,19720.0,379.69,146.5,379.69,PRESHIPMENT,JAMES BOLTE, 3/05/2021, 3/31/2021,Delivered Date
5948,250105885,20,11.0,55.0,20.0,KL'HEUREUX, 3/05/2021,CAVNOR01,CAVATORTA NORTH AMERICA,"NAPLES; NAPOLI, ITALY",,401,US,19600.0,355.59,146.5,355.59,PRESHIPMENT,JAMES BOLTE, 3/05/2021, 3/31/2021,Empty Return
5949,250105886,20,11.0,55.0,20.0,KL'HEUREUX, 3/05/2021,CAVNOR01,CAVATORTA NORTH AMERICA,"NAPLES; NAPOLI, ITALY",,401,US,19720.0,368.91,146.5,368.91,PRESHIPMENT,JAMES BOLTE, 3/05/2021, 3/31/2021,Delivered Date
5950,250105891,20,40.0,55.0,20.0,KL'HEUREUX, 2/03/2021,PREMAN,PRECISION MANUFACTURING SOLUTION,,,417,,542.0,"1,722.98",135,"1,722.98",OPEN,KIRSTEN GOWER, 2/03/2021, 2/26/2021,Customs cleared
5951,250105897,20,11.0,55.0,20.0,KL'HEUREUX, 3/07/2021,MICTEC03,"MICROWAVE TECHNIQUES, LLC","SHANGHAI, CHINA",TH,401,US,3200.0,357.86,180,357.86,PRESHIPMENT,TONI SALISBURY, 3/08/2021, 3/08/2021,Customs cleared
5952,250105905,20,11.0,55.0,20.0,KL'HEUREUX, 3/26/2021,PREMAN,PRECISION MANUFACTURING SOLUTION,"YANTIAN, CHINA",CN,4601,US,1352.0,"5,310.00",299.94,"5,310.00",PRESHIPMENT,JAMES BOLTE, 3/17/2021, 3/31/2021,PROOF OF DELIVERY
5953,250105918,20,11.0,55.0,20.0,KL'HEUREUX, 2/17/2021,ENEUSA01,ENEFCO USA INC,"BREMERHAVEN; BERHN, FR GERMANY",DE,101,US,16470.0,335.79,180,0,PRESHIPMENT,JAMES BOLTE, 2/26/2021, 2/26/2021,Customs cleared
5954,250105921,20,40.0,55.0,19.0,PDAVIS, 2/03/2021,WILIND01,WILCOX INDUSTRIES CORP,,ES,2095,US,1.0,160,160,160,OPEN,KELLY L'HEUREUX, 2/03/2021, 2/03/2021,Customs cleared
5955,250105923,20,40.0,55.0,192.0,PDAVIS - PW REASSIGNED, 2/05/2021,STOFAR,"LACTALIS US YOGURT, INC",,,2095,US,15.0,140.23,113,140.23,OPEN,KIRSTEN GOWER, 2/24/2021, 2/26/2021,Customs cleared
5956,250105928,20,40.0,55.0,192.0,PDAVIS - PW REASSIGNED, 2/08/2021,STOFAR,"LACTALIS US YOGURT, INC",,,2095,US,9.0,434.11,113,434.11,OPEN,KIRSTEN GOWER, 2/25/2021, 2/26/2021,
5957,250105932,20,40.0,55.0,36.0,VALERIE KOEN, 2/06/2021,KOCMEM02,KOCH SEPARATION SOLUTIONS,,,417,US,1692.0,"1,038.01",210,"1,038.01",OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,PROOF OF DELIVERY
5958,250105936,20,11.0,55.0,19.0,PDAVIS, 3/17/2021,NATDIS01,"NATIONAL DISTRIBUTORS, INC","FOS SUR MER; FOS, FRANCE",CN,401,US,10296.0,"1,034.86",253.5,"1,034.86",OPEN,TONI SALISBURY, 2/23/2021, 3/31/2021,Customs cleared
5959,250105941,20,11.0,55.0,20.0,KL'HEUREUX, 3/24/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,"GUANGZHOU/QUANZHOU, CHINA",,4601,US,798.0,"7,224.84",284.98,"7,224.84",PRESHIPMENT,JAMES BOLTE, 3/24/2021, 3/24/2021,Customs cleared
5960,250105943,20,11.0,55.0,20.0,KL'HEUREUX, 4/02/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,"KAOHSIUNG, CHINA(TAIWAN)",,401,US,3465.0,"12,606.51",343,"12,606.51",PRESHIPMENT,JAMES BOLTE, 2/23/2021, 4/02/2021,Customs cleared
5961,250105944,20,30.0,55.0,36.0,VALERIE KOEN, 2/09/2021,KOCMEM02,KOCH SEPARATION SOLUTIONS,,,3802,US,912.0,75,75,75,OPEN,KIRSTEN GOWER, 2/28/2021, 2/28/2021,Customs cleared
5962,250105946,20,11.0,55.0,20.0,KL'HEUREUX, 3/12/2021,CAVNOR01,CAVATORTA NORTH AMERICA,"NAPLES; NAPOLI, ITALY",LB,401,US,19780.0,438.21,181.5,438.21,PRESHIPMENT,JAMES BOLTE, 2/23/2021, 3/31/2021,Customs cleared
5963,250105949,20,11.0,55.0,20.0,KL'HEUREUX, 4/02/2021,JOHOUT01,JOHNSON OUTDOORS WATERCRAFT INC,"TAIPEI,TAIBEI CHINA TAIWAN",,4601,US,7089.0,"12,438.64",265,"12,438.64",PRESHIPMENT,JAMES BOLTE, 2/23/2021, 4/02/2021,Customs cleared
5964,250105950,20,30.0,55.0,19.0,PDAVIS, 2/09/2021,HILTEC01,HIL TECHNOLOGY INC.,,,,US,0.0,281.93,150,281.93,OPEN,MELISSA LEGG, 2/09/2021, 2/09/2021,
5965,250105951,20,,55.0,20.0,KL'HEUREUX, 2/10/2021,FINLAK01,"FINGER LAKES FISH, INC",,TH,,US,0.0,750,575,750,OPEN,KELLY L'HEUREUX, 2/10/2021, 2/10/2021,
5966,250105954,20,40.0,55.0,19.0,PDAVIS, 2/10/2021,BELLUN01,BELLA LUNA TOYS INC,ALL OTH FR GERMANY ATLANTIC PT,CN,417,US,74.0,694.69,195,694.69,OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,PROOF OF DELIVERY
5967,250105959,20,11.0,55.0,19.0,PDAVIS, 5/07/2021,NATDIS01,"NATIONAL DISTRIBUTORS, INC","AUCKLAND, NEW ZEALAND",,401,,21181.0,"5,220.35",209.6,"5,220.35",OPEN,SARAH LIBBY, 5/07/2021, 5/25/2021,Customs cleared
5968,250105960,20,40.0,55.0,36.0,VALERIE KOEN, 2/12/2021,KOCMEM02,KOCH SEPARATION SOLUTIONS,,,3901,US,28.0,75,75,75,OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,Customs cleared
5969,250105961,20,30.0,55.0,19.0,PDAVIS, 2/12/2021,HILTEC01,HIL TECHNOLOGY INC.,,,901,,218.0,685.43,310,685.43,OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,Customs cleared
5970,250105966,20,30.0,55.0,19.0,PDAVIS, 2/10/2021,HILTEC01,HIL TECHNOLOGY INC.,,,,US,0.0,266.95,150,266.95,OPEN,MELISSA LEGG, 2/10/2021, 2/10/2021,
5971,250105969,20,11.0,55.0,20.0,KL'HEUREUX, 2/24/2021,FINLAK01,"FINGER LAKES FISH, INC","REYKJAVIK, ICEL.",,101,,2000.0,893.43,205,893.43,PRESHIPMENT,JAMES BOLTE, 2/24/2021, 2/24/2021,Customs cleared
5972,250105972,20,40.0,55.0,5.0,JOE WYSON/HOUSE, 3/01/2021,ELEFOR01,"ELECTRONICS FOR IMAGING, INC.",,,3901,US,35.0,145,145,145,OPEN,KELLY L'HEUREUX, 2/15/2021, 2/15/2021,Customs cleared
5973,250105976,20,11.0,55.0,19.0,PDAVIS, 3/30/2021,NATDIS01,"NATIONAL DISTRIBUTORS, INC","TAORANGA, N ZEAL",,4601,US,21234.0,"5,151.11",215,"5,151.11",PRESHIPMENT,SARAH LIBBY, 3/31/2021, 3/31/2021,Customs cleared
5974,250105978,20,11.0,55.0,,, 4/01/2021,CASGRA01,"CASA GRANDE DAIRY PRODUCTS, LLC","LE HAVRE, FRANCE",,2704,US,3805.0,"25,402.38",205,"25,402.38",OPEN,KELLY L'HEUREUX, 4/01/2021, 4/01/2021,Customs cleared
5975,250105979,20,30.0,55.0,20.0,KL'HEUREUX, 2/22/2021,MWAIND,MWAVE INDUSTRIES LLC,,,209,US,504.0,210,194.25,210,OPEN,KELLY L'HEUREUX, 2/23/2021, 2/23/2021,Customs cleared
5976,250105982,20,11.0,55.0,20.0,KL'HEUREUX, 3/02/2021,DOWWHO01,DOWNEAST WHOLESALERS INC,"NING BO/NINGPO, NINGBO CHINA",,401,US,16275.0,"9,128.17",190,"9,128.17",PRESHIPMENT,JAMES BOLTE, 2/23/2021, 3/02/2021,Customs cleared
5977,250105992,20,40.0,55.0,33.0,Elaine Dresios, 2/15/2021,CRIPRO01,"CRITICAL PROCESS FILTRATION, INC",,,4701,US,45.0,"1,450.31",241.55,"1,450.31",OPEN,KELLY L'HEUREUX, 2/15/2021, 2/15/2021,PROOF OF DELIVERY
5978,250105995,20,,55.0,20.0,KL'HEUREUX, 2/19/2021,COAMAI01,COASTAL MAINE BOTANICAL GARDENS,,,,US,0.0,550,375,550,OPEN,KELLY L'HEUREUX, 2/16/2021, 2/16/2021,
5979,250105996,20,40.0,55.0,77.0,Justin Andrews, 2/19/2021,WILGOO01,WILD GOOSE CANNING TECHNOLOGIES,,DE,3307,US,115.0,165.43,115,165.43,OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,Customs cleared
5980,250105997,20,11.0,55.0,20.0,KL'HEUREUX, 3/12/2021,COAMAI01,COASTAL MAINE BOTANICAL GARDENS,"COPENHAGEN; KOBENHAVN, DENMARK",DE,401,US,2440.0,"1,484.60",311.5,"1,434.60",OPEN,KELLY L'HEUREUX, 3/05/2021, 3/10/2021,Customs cleared
5981,250106008,20,11.0,55.0,20.0,KL'HEUREUX, 3/26/2021,FRITRA02,"FRIENDSHIP TRAP CO.,INC","NAPLES; NAPOLI, ITALY",,401,US,39460.0,772.01,193,772.01,PRESHIPMENT,SARAH LIBBY, 3/31/2021, 3/31/2021,Out Gate
5982,250106009,20,40.0,55.0,33.0,Elaine Dresios, 2/19/2021,CRIPRO01,"CRITICAL PROCESS FILTRATION, INC",,,4701,US,45.0,"1,446.41",241.55,"1,446.41",OPEN,KELLY L'HEUREUX, 2/18/2021, 2/18/2021,PROOF OF DELIVERY
5983,250106010,20,11.0,55.0,20.0,KL'HEUREUX, 3/12/2021,CAVNOR01,CAVATORTA NORTH AMERICA,"NAPLES; NAPOLI, ITALY",CN,401,US,19780.0,510.7,146.5,510.7,PRESHIPMENT,SARAH LIBBY, 2/23/2021, 3/31/2021,Delivered Date
5984,250106013,20,40.0,55.0,19.0,PDAVIS, 2/23/2021,UNIFAB01,"UNITED FABRICANTS, STRAINRITE, INC",,,4701,US,45.0,"1,393.64",145,"1,393.64",OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,Customs cleared
5985,250106017,20,30.0,55.0,20.0,KL'HEUREUX, 2/23/2021,AUTDIS,AUTOMATIC DISTRIBUTORS,,,712,,1007.0,55,55,55,OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,Customs cleared
5986,250106018,20,30.0,55.0,19.0,PDAVIS, 2/23/2021,BELLUN01,BELLA LUNA TOYS INC,,,712,US,45.0,125,125,125,OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,Customs cleared
5987,250106021,20,40.0,55.0,36.0,VALERIE KOEN, 2/23/2021,KOCMEM02,KOCH SEPARATION SOLUTIONS,,CN,5309,US,5.0,462,234.44,462,OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,Customs cleared
5988,250106023,20,30.0,55.0,36.0,VALERIE KOEN, 2/24/2021,KOCMEM02,KOCH SEPARATION SOLUTIONS,,,3802,US,5874.0,75,75,75,OPEN,KIRSTEN GOWER, 2/26/2021, 2/26/2021,Customs cleared
5989,250106026,20,40.0,55.0,19.0,PDAVIS, 2/24/2021,LANASS01,"LANCO ASSEMBLY SYSTEMS, INC",,,4701,US,4275.0,572.04,220,572.04,OPEN,KELLY L'HEUREUX, 2/24/2021, 2/24/2021,Customs cleared
5990,250106027,20,11.0,55.0,19.0,PDAVIS, 3/02/2021,VILCAN01,"VILLAGE CANDLE, INC","BREMERHAVEN; BERHN, FR GERMANY",ES,401,US,940.0,"5,219.50",190,"5,219.50",OPEN,JAMES BOLTE, 3/10/2021, 3/10/2021,Customs cleared
5991,250106031,20,10.0,55.0,20.0,KL'HEUREUX, 4/10/2021,ROOSAM01,"ROONEY, SAMUEL (BEN)","MADRAS, INDIA",CN,4601,US,732.0,"1,511.70",482.96,"1,511.70",OPEN,KELLY L'HEUREUX, 3/05/2021, 4/12/2021,Customs cleared
5992,250106032,20,40.0,55.0,33.0,Elaine Dresios, 2/22/2021,CRIPRO01,"CRITICAL PROCESS FILTRATION, INC",,,4701,US,45.0,"1,452.64",240.2,"1,452.64",OPEN,KELLY L'HEUREUX, 2/22/2021, 2/22/2021,PROOF OF DELIVERY
